track_id,track title,album id,artist id,artist name,track duration,track genre_top,track genres,track genres_all,track language_code,audio_features acousticness,audio_features danceability,audio_features energy,audio_features instrumentalness,audio_features liveness,audio_features speechiness,audio_features tempo,social_features artist_hotttnesss,social_features song_hotttnesss
536,Riding On Your Fears,142,101,Charles Manson,304,Folk,[17],[17],en,0.9224228089,0.1258687834,0.9297898770,0.9560028679,0.1191550358,0.0801811596,152.4860000000,0.1271200000,0.0000000000
537,I Don't Need Water Sprinklers In The Desert,142,101,Charles Manson,406,Folk,[17],[17],en,0.5922532345,0.2485647853,0.8381648490,0.9651271019,0.0991145249,0.0630668677,132.4650000000,0.1271200000,0.0000000000
538,Your Magic Motion,142,101,Charles Manson,204,Folk,[17],[17],en,0.7809715009,0.1294861963,0.8562096926,0.9191164711,0.1773698610,0.0527933066,82.1030000000,0.1271200000,0.0000000000
539,Whoever You Are,142,101,Charles Manson,149,Folk,[17],[17],en,0.8606671418,0.1167536659,0.7252277306,0.9307923188,0.0817668224,0.0956310017,156.8870000000,0.1271200000,0.0000000000
540,The Black Pirate,142,101,Charles Manson,309,Folk,[17],[17],en,0.3530200144,0.3680981225,0.9413216070,0.7106046625,0.1509455929,0.1149938152,84.4090000000,0.1271200000,0.0000000000
541,So We Go Again,142,101,Charles Manson,370,Folk,[17],[17],en,0.0640077689,0.2778105899,0.9144131620,0.4381983418,0.1826757591,0.0507191683,90.1400000000,0.1036000000,0.0000000000
542,Self Is Eternal (What Our World Will Be),142,101,Charles Manson,487,Folk,[17],[17],en,0.4056113456,0.2446375302,0.8371315024,0.7257114492,0.0951294605,0.0498090918,142.9160000000,0.1036000000,0.0000000000
543,Sometimes It Works Just Right,142,101,Charles Manson,103,Folk,[17],[17],en,0.7218614628,0.1062924590,0.8396127465,0.9082545747,0.1040004800,0.0419060598,182.4020000000,0.1036000000,0.0000000000
544,Sweet Words,142,101,Charles Manson,773,Folk,[17],[17],en,0.1741344529,0.1863411401,0.7559094721,0.8048871414,0.1369236774,0.0597118063,133.7420000000,0.1036000000,0.0000000000
545,Interpretations,142,101,Charles Manson,242,Folk,[17],[17],en,0.0001087347,0.3763279025,0.8961201154,0.6203461130,0.0858232304,0.0351013787,122.3110000000,0.1036000000,0.0000000000
546,If You Have No One,142,101,Charles Manson,319,Folk,[17],[17],en,0.3917702716,0.4383517562,0.7257524896,0.0642896416,0.3780706105,0.1213452124,154.4270000000,0.1036000000,0.0000000000
547,I Keep On Wondering (Interrupted),142,101,Charles Manson,248,Folk,[17],[17],en,0.5032126615,0.5572740438,0.5450745736,0.8886774821,0.1234644300,0.0422519765,123.9310000000,0.1036000000,0.0000000000
548,1967- Mac Brother,142,101,Charles Manson,235,Folk,[17],[17],en,0.4620824218,0.3075449471,0.7255635529,0.6787840705,0.1238698136,0.0347703908,134.4390000000,0.1036000000,0.0000000000
549,"Venice, CA",142,101,Charles Manson,155,Folk,[17],[17],en,0.0323498245,0.2277392754,0.8105661965,0.7528819482,0.1084323642,0.0569430190,136.3720000000,0.1036000000,0.0000000000
550,Cello Duet No. 1,143,102,Chief Boima,272,Electronic,[15],[15],en,0.2410513090,0.3450300330,0.5612108697,0.1273984091,0.1133128858,0.0350128976,132.4670000000,0.1036000000,0.0000000000
554,Disturbed,147,4,Nicky Cook,135,,"[76, 103]","[17, 10, 76, 103]",en,0.5245597101,0.2788618290,0.7794335096,0.7822804500,0.1010917247,0.0461034647,149.3790000000,0.1036000000,0.0000000000
555,Shaking,147,4,Nicky Cook,234,,"[76, 103]","[17, 10, 76, 103]",en,0.2995051031,0.1447591109,0.1196240716,0.0223658470,0.1164174944,0.0534625137,104.1110000000,0.2797840000,0.0000000000
556,The Applemen,147,4,Nicky Cook,228,,"[76, 103]","[17, 10, 76, 103]",en,0.0121212177,0.4813054813,0.5877387399,0.9589826018,0.1136223698,0.0283674115,136.2220000000,0.2786520000,0.0377290000
557,Waitin',147,4,Nicky Cook,178,,"[76, 103]","[17, 10, 76, 103]",en,0.0529577408,0.6522688744,0.4260417128,0.6245184898,0.0555342866,0.0464061820,130.4010000000,0.2786520000,0.0000000000
558,Emotion,147,4,Nicky Cook,342,,"[76, 103]","[17, 10, 76, 103]",en,0.9957009005,0.2129394543,0.3495002665,0.9709433459,0.2784205049,0.0365954761,90.4420000000,0.0813850000,0.0430700000
559,Takeaway,147,4,Nicky Cook,165,,"[76, 103]","[17, 10, 76, 103]",en,0.0001647558,0.2287332256,0.9174750096,0.9532618597,0.0769286927,0.0407460859,198.5050000000,0.2840560000,0.0000000000
560,Serious,147,4,Nicky Cook,157,,"[76, 103]","[17, 10, 76, 103]",en,0.0182377523,0.2824112735,0.9660494141,0.9153307476,0.3463265913,0.0708566737,121.0170000000,0.2840560000,0.0000000000
561,Fairies,147,4,Nicky Cook,268,,"[76, 103]","[17, 10, 76, 103]",en,0.0105709605,0.2066486263,0.9628938906,0.0551973202,0.3220625515,0.1689990650,128.3060000000,0.2840560000,0.0000000000
562,Ex Lucky,148,105,Cinwaves,69,Rock,[12],[12],en,0.0000273313,0.4460656861,0.8973723160,0.7254044703,0.0425926709,0.0695446806,101.4510000000,0.2840560000,0.0598000000
563,Dumb Me Down,148,105,Cinwaves,168,Rock,[12],[12],en,0.0002430156,0.2201974155,0.9752827092,0.8749206505,0.1157771398,0.0992090615,199.7910000000,0.2840560000,0.0000000000
564,The Sugar Society,148,105,Cinwaves,141,Rock,[12],[12],en,0.0000802457,0.2282801019,0.9166640645,0.8910324047,0.2798160871,0.0927086236,82.0870000000,0.2840560000,0.0598000000
565,Sophia,148,105,Cinwaves,154,Rock,[12],[12],en,0.0000078526,0.2510799655,0.8214134805,0.9321840688,0.0744461216,0.0728368857,137.1420000000,0.2840560000,0.0000000000
566,Jasmine,148,105,Cinwaves,182,Rock,[12],[12],en,0.0000366041,0.2671413876,0.9808991815,0.7962105893,0.1167457925,0.0787449507,147.5080000000,0.2840560000,0.0000000000
567,Liberty's Bell,148,105,Cinwaves,130,Rock,[12],[12],en,0.9379669418,0.4869274900,0.2840781879,0.8763324137,0.2930302592,0.8726262534,168.4120000000,0.4235510000,0.0000000000
568,Disconnect,148,105,Cinwaves,147,Rock,[12],[12],en,0.0957277785,0.2900200786,0.0423907203,0.8994335206,0.3165551884,0.0356793631,192.0870000000,0.4235510000,0.0000000000
569,Shadow Law,148,105,Cinwaves,149,Rock,[12],[12],en,0.0000162221,0.7323984659,0.9451723782,0.5672456558,0.3294573985,0.0447530865,143.2620000000,0.4235510000,0.0000000000
570,Old Route 13,148,105,Cinwaves,141,Rock,[12],[12],en,0.0531151608,0.2840547162,0.2502093506,0.7602322556,0.1705884377,0.4496005103,66.7140000000,0.4235510000,0.0000000000
571,Medicine Chant,148,105,Cinwaves,79,Rock,[12],[12],en,0.6917570733,0.1681636075,0.2174108361,0.9414201517,0.1088256767,0.0470042422,103.6200000000,0.4235510000,0.0000000000
572,Awaken,148,105,Cinwaves,178,Rock,[12],[12],en,0.2839512914,0.4897625826,0.6910374032,0.8585217683,0.0748596651,0.0971841469,176.0230000000,0.4235510000,0.0000000000
573,When My Ship Comes In,149,106,Clockcleaner,394,Rock,[25],"[25, 12]",en,0.0001546002,0.4422754235,0.0645050063,0.9341127059,0.0991235588,0.0587613533,158.1890000000,0.4235510000,0.0000000000
574,Caliente Queen,149,106,Clockcleaner,267,Rock,[25],"[25, 12]",en,0.9957964501,0.3123503978,0.0502622521,0.8671036577,0.1075874501,0.0421675546,120.0570000000,0.4235510000,0.0000000000
575,Shining the Diamond,150,107,Clyde Rourke,342,Rock,[12],[12],en,0.5558704309,0.1022267239,0.2036903437,0.9047342322,0.1023637223,0.0463481450,209.0650000000,0.4235510000,0.0000000000
576,Shot At the Post Office,150,107,Clyde Rourke,265,Rock,[12],[12],en,0.0514647203,0.1184790345,0.0004300142,0.8847883900,0.0997071002,0.0367565339,148.4520000000,0.4235510000,0.0000000000
577,It Got in The Way,150,107,Clyde Rourke,130,Rock,[12],[12],en,0.0698997757,0.3857456609,0.7077751342,0.9378839629,0.2031710916,0.1050631933,123.4530000000,0.4235510000,0.0000000000
578,tan man,150,107,Clyde Rourke,241,Rock,[12],[12],en,0.9884684306,0.1197869658,0.7098625278,0.9385785281,0.4317654289,0.0490536200,90.2700000000,0.4235510000,0.0000000000
579,(Tryin' To) Read My Mind,151,108,CoCoComa,143,Rock,[25],"[25, 12]",en,0.9525263417,0.2364888620,0.7823590190,0.9411034773,0.1315952133,0.0998322348,132.9710000000,0.4235510000,0.0000000000
580,Premonition,151,108,CoCoComa,183,Rock,[25],"[25, 12]",en,0.5179725581,0.1333044151,0.2865861545,0.9240582528,0.1998747860,0.0739648593,97.3910000000,0.4235510000,0.0000000000
583,"WAR (If It Feels Good, Do It!)",154,111,DJ's of Mass Destruction,134,Hip-Hop,[21],[21],en,0.0012261273,0.1713533393,0.0095680062,0.8398810593,0.1069385893,0.0507324513,119.9150000000,0.4235510000,0.0000000000
584,Liberate The Children (Live),154,111,DJ's of Mass Destruction,228,Hip-Hop,[21],[21],en,0.7723185627,0.2030696694,0.9895928409,0.5061930458,0.1405053922,0.0437406973,172.2630000000,0.3481090000,0.0000000000
585,Weapons? What Weapons of Mass Destruction? (Live),154,111,DJ's of Mass Destruction,122,Hip-Hop,[21],[21],en,0.6109084866,0.3261450092,0.8143917769,0.9479699246,0.3182597108,0.0795011744,155.4230000000,0.3053050000,0.0000000000
586,War Is What They Got (Epilogue),154,111,DJ's of Mass Destruction,121,Hip-Hop,[21],[21],en,0.2261013035,0.5806586344,0.8334278764,0.9403879859,0.0818228668,0.2546477296,47.0020000000,0.3053050000,0.0000000000
587,A+ Cannibal,155,112,Death Sentence: Panda!,99,Experimental,[1],"[1, 38]",en,0.0092722141,0.7035903369,0.6890474099,0.8078660414,0.0899693605,0.0542027079,130.5270000000,0.1582950000,0.0000000000
588,Exit Villager,156,112,Death Sentence: Panda!,72,Experimental,[1],"[1, 38]",en,0.7990035433,0.4385336240,0.9775438492,0.9596993948,0.1405455259,0.0484280152,119.8150000000,0.3259850000,0.0611000000
589,A Time To Bear Arms,155,112,Death Sentence: Panda!,49,Experimental,[1],"[1, 38]",en,0.2798109240,0.3166683587,0.8574220608,0.9632305657,0.1318501588,0.0504345966,122.8310000000,0.3259850000,0.0770990000
590,Stuck,157,113,Delta Dreambox,131,Jazz,[37],"[4, 37]",en,0.0648879552,0.1908499685,0.8801356436,0.9603482954,0.0937088113,0.0451327402,141.0310000000,0.1815430000,0.1460680000
591,Without A Sound,157,113,Delta Dreambox,228,Jazz,[37],"[4, 37]",en,0.0010587609,0.1097386344,0.6582333772,0.9167443269,0.0941579993,0.0388572412,167.3800000000,0.5165980000,0.0660420000
592,Song X,157,113,Delta Dreambox,206,Jazz,[37],"[4, 37]",en,0.1228025375,0.3229329076,0.9620694469,0.9583905053,0.1309009791,0.0523648904,135.4460000000,0.5165980000,0.0633800000
593,Finally Here,157,113,Delta Dreambox,189,Jazz,[37],"[4, 37]",en,0.0796226641,0.0738091931,0.8429030955,0.9655157777,0.0956707909,0.0584724552,173.2120000000,0.5165980000,0.0606530000
601,Ingrate,1695,122,Dora Bleu,432,Folk,[17],[17],en,0.1086041861,0.1219706389,0.7688322148,0.9671974181,0.1008880327,0.0660217721,82.5940000000,0.5165980000,0.0462840000
602,Disappearing,1692,122,Dora Bleu,445,Folk,[17],[17],en,0.0008873478,0.2515633458,0.5780912339,0.9122751845,0.0834925916,0.0460077891,167.1550000000,0.5165980000,0.0750280000
603,Lover of Nightmares,1692,122,Dora Bleu,439,Folk,[17],[17],en,0.9942068316,0.2285010173,0.1272837286,0.7128313670,0.0801290932,0.0449170188,60.4030000000,0.2835670000,0.0000000000
604,Real Prisons,168,122,Dora Bleu,303,Folk,[17],[17],en,0.5484211847,0.1737735004,0.9856579216,0.7816289759,0.6147252584,0.4477748227,200.3060000000,0.2835670000,0.0000000000
605,I Was So Bored I Wanted To Hang Myself On The Dancefloor,169,123,Double Dagger,108,Rock,[12],[12],en,0.8638868881,0.4412541758,0.3128518050,0.9230564495,0.1187977618,0.1651072770,84.6960000000,0.2835670000,0.0000000000
606,Attack of the Clones,1703,123,Double Dagger,94,Rock,[12],[12],en,0.9617069488,0.1617742644,0.1161296166,0.9404141140,0.0929695202,0.0375750740,144.1200000000,0.2835670000,0.0000000000
607,Clare (Undone),1703,123,Double Dagger,120,Rock,[12],[12],en,0.6971715601,0.3688747806,0.5279894090,0.2973903068,0.0923638816,0.0428901927,100.9350000000,0.4206030000,0.0000000000
608,Punk Rock vs. Swiss Modernism,169,123,Double Dagger,159,Rock,[12],[12],en,0.3175201122,0.6204455419,0.4587523585,0.3975272140,0.1184545121,0.1068838756,87.7590000000,0.4206030000,0.0000000000
609,The Psychic,170,123,Double Dagger,174,Rock,[12],[12],en,0.1978260364,0.2686401738,0.4818082687,0.9192234144,0.0755904104,0.0305330429,160.9130000000,0.2031610000,0.0000000000
610,Aces,171,124,Dragging an Ox Through Water,150,Folk,[17],[17],en,0.4759187254,0.5150556562,0.7023293098,0.9449396943,0.0868208925,0.0907005156,137.2250000000,0.3619710000,0.0000000000
611,Bowl of Salt,172,124,Dragging an Ox Through Water,128,Folk,[17],[17],en,0.9671068346,0.5448460587,0.8032627180,0.3955642263,0.0817236290,0.2575790104,106.6440000000,0.3619710000,0.0000000000
612,Snowbank Treatment,173,124,Dragging an Ox Through Water,225,Folk,[17],[17],en,0.2644725891,0.4717404590,0.6430916162,0.8889790749,0.0708303012,0.3022152172,124.3990000000,0.3619710000,0.0000000000
613,A Dorsal Account (the roof didn't stand a chance),174,125,Argumentix + Dragging an Ox Through Water,342,,[],[],en,0.9091967590,0.6564812275,0.3741405648,0.9678134667,0.1107418569,0.1318749560,110.5950000000,0.3619710000,0.0000000000
614,Plaisir D'Amour (feat. Dana Dart Maclean),-1,124,Dragging an Ox Through Water,182,Folk,[17],[17],en,0.8617112190,0.5517967186,0.4011596408,0.9374355312,0.1136558391,0.3515596065,80.2490000000,0.3619710000,0.0000000000
615,"Immaterial, side A",175,126,EKG,519,Experimental,[41],"[41, 38]",en,0.9884612225,0.4691277704,0.7636571980,0.9696272441,0.0992983067,0.1864323607,97.0980000000,0.3619710000,0.0000000000
616,"Immaterial, side B",175,126,EKG,687,Experimental,[41],"[41, 38]",en,0.9874280148,0.6226636668,0.2957272593,0.9645739398,0.1076558529,0.0615262894,90.0200000000,0.3619710000,0.0000000000
617,Burning Buddhas,176,127,Ed Askew,250,Folk,[17],[17],en,0.8759972606,0.5985488281,0.6076462564,0.8827998552,0.0823503125,0.0274131616,93.5740000000,0.2662580000,0.0000000000
618,Smoke,176,127,Ed Askew,264,Folk,[17],[17],en,0.9386757349,0.6037906746,0.3746108294,0.9707197556,0.1118455020,0.0512316652,87.9590000000,0.2662580000,0.0000000000
619,Pebble Beach,176,127,Ed Askew,198,Folk,[17],[17],en,0.9767340561,0.2946399167,0.3016380022,0.8897930854,0.3178660248,0.0414344609,80.0130000000,0.2537330000,0.0000000000
620,Arabesque,176,127,Ed Askew,205,Folk,[17],[17],en,0.1452556638,0.2719938660,0.5090157613,0.8056360942,0.1049244064,0.0574217391,155.5820000000,0.3052420000,0.0000000000
621,Blue Eyed Baby,177,127,Ed Askew,161,Folk,[17],[17],en,0.6536072376,0.3835619072,0.6982428520,0.8390305452,0.1166887024,0.0343438070,84.6950000000,0.3332300000,0.0000000000
622,Paper Cup,176,127,Ed Askew,441,Folk,[17],[17],en,0.7046913672,0.4093919775,0.6216217211,0.8656251172,0.1190748471,0.0543002837,176.8230000000,0.3332300000,0.0000000000
623,The Cup Bearer (Jony Mede),176,127,Ed Askew,231,Folk,[17],[17],en,0.6868038914,0.3073197862,0.8945702860,0.9254694970,0.1234838669,0.0921143885,152.7560000000,0.3332300000,0.0000000000
624,Made In The City,176,127,Ed Askew,324,Folk,[17],[17],en,0.7644808124,0.1838776736,0.9875298874,0.9597784881,0.0671401293,0.0711370015,77.7770000000,0.3332300000,0.0000000000
625,Climbing To The Top,177,127,Ed Askew,234,Folk,[17],[17],en,0.0582429729,0.3903179263,0.9250324143,0.8833853072,0.0662634562,0.0347698985,89.9860000000,0.3332300000,0.0000000000
626,At Home In The Factory,176,127,Ed Askew,343,Folk,[17],[17],en,0.4765782540,0.2039286814,0.9561959344,0.8017971827,0.0490336906,0.0627064369,180.6070000000,0.3332300000,0.0000000000
627,Black Bird,176,127,Ed Askew,268,Folk,[17],[17],en,0.6070855624,0.1478356274,0.9672855625,0.9509482401,0.0997903235,0.0526410548,85.4140000000,0.3332300000,0.0000000000
628,Friday Night,176,127,Ed Askew,310,Folk,[17],[17],en,0.1764453936,0.5599668491,0.5606738440,0.6075156619,0.0801253226,0.0503350822,86.4510000000,0.2542090000,0.0000000000
629,Dancing On Water,176,127,Ed Askew,344,Folk,[17],[17],en,0.7515981832,0.5762288106,0.6190054128,0.8962699572,0.1030287364,0.0241708088,95.9880000000,0.2542090000,0.0000000000
630,The City,176,127,Ed Askew,216,Folk,[17],[17],en,0.2152838519,0.4203724263,0.6702540430,0.1378268087,0.1057254864,0.0783780983,78.2340000000,0.2542090000,0.0000000000
631,Buddha Smiles,176,127,Ed Askew,246,Folk,[17],[17],en,0.3299830059,0.4033078670,0.3624686281,0.7311426191,0.1235348206,0.0338640387,106.3830000000,0.2542090000,0.0000000000
633,Indian Giver,179,128,El Jesus De Magico,222,Rock,[12],[12],en,0.7120795770,0.4916394658,0.5240522779,0.8905410680,0.1309809801,0.0253636444,93.2210000000,0.2542090000,0.0000000000
634,LGNO,179,128,El Jesus De Magico,154,Rock,[12],[12],en,0.9957686039,0.4592608447,0.0081617746,0.9157699025,0.0995986856,0.0408221292,139.0610000000,0.1746420000,0.1556560000
635,Xmas at Wounded Knee,179,128,El Jesus De Magico,133,Rock,[12],[12],en,0.4552227400,0.8667583226,0.6196455583,0.7670349199,0.0569321346,0.3774836969,125.0720000000,0.3894870000,0.0000000000
637,The March,181,130,Eric Leonardson,421,Experimental,[1],"[1, 38]",en,0.1666800431,0.7810134560,0.7248408828,0.9068753387,0.7987454269,0.1082738645,113.6170000000,0.3894870000,0.0000000000
638,The Vultures Midwife,181,130,Eric Leonardson,237,Experimental,[1],"[1, 38]",en,0.0709493266,0.5846425808,0.8148327340,0.9237026049,0.1124871845,0.0398695264,132.9490000000,0.3894870000,0.0000000000
639,Near and Distant Relations,182,131,Eric Leonardson and Steve Barsotti,635,Experimental,[1],"[1, 38]",en,0.0000332278,0.4375428193,0.8373154503,0.9517650950,0.0842591489,0.0571663922,160.8070000000,0.3894870000,0.0000000000
640,Waltz of the Parking Meters,183,1700,Eric Leonardson and Anna Friz,172,Spoken,[43],"[65, 43, 20]",en,0.8825427652,0.2957178061,0.4826289493,0.9488093517,0.3237117722,0.0365382056,81.6140000000,0.3894870000,0.0000000000
641,Side One - Introduction,184,133,Ethan Persoff,124,Electronic,[15],[15],en,0.0241848088,0.5283100166,0.6175817615,0.9392969593,0.1093672536,0.0967715678,80.7750000000,0.3894870000,0.0000000000
642,SNAP! (side one of two),185,133,Ethan Persoff,500,Electronic,[15],[15],en,0.6327327526,0.3732579202,0.3485345004,0.9662032800,0.1134607820,0.0338299819,153.5890000000,0.3894870000,0.0000000000
643,Side One - The Talent Contest,184,133,Ethan Persoff,83,Electronic,[15],[15],en,0.1954238958,0.4216073360,0.7028404521,0.8775190037,0.0632641788,0.2000493200,78.2900000000,0.1864260000,0.1253350000
644,SNAP! (side two of two),185,133,Ethan Persoff,738,Electronic,[15],[15],en,0.0015108135,0.1196171226,0.9320856806,0.9309305129,0.0658842353,0.0757161044,166.9220000000,0.1677090000,0.0000000000
645,Side One - Dear Mr. Depieu,184,133,Ethan Persoff,349,Electronic,[15],[15],en,0.0004013785,0.1820617850,0.6237969269,0.9237982343,0.1356740411,0.0686148466,91.2520000000,0.1677090000,0.0000000000
646,Side One - Reprise / The Bullshit Business Proposal / (end),184,133,Ethan Persoff,197,Electronic,[15],[15],en,0.0180024331,0.2988842128,0.9306047459,0.9542493830,0.0584995742,0.0881137781,128.5090000000,0.1677090000,0.0000000000
647,Side Two - Reset (and the Great Joke),184,133,Ethan Persoff,94,Electronic,[15],[15],en,0.0047335520,0.2254316262,0.9542167958,0.9543762741,0.0961202029,0.0870733498,99.5000000000,0.1677090000,0.0000000000
648,Side Two - Praise the Lord and Give Thanks,184,133,Ethan Persoff,321,Electronic,[15],[15],en,0.9885468036,0.1642556829,0.0469402871,0.8849490475,0.1126571535,0.0454960458,122.6380000000,0.3550420000,0.0000000000
649,Side Two - Bean Bag,184,133,Ethan Persoff,122,Electronic,[15],[15],en,0.3526089872,0.2801209769,0.7183626871,0.9265325027,0.1065008597,0.0292447028,169.3970000000,0.3550420000,0.0000000000
650,Side Two - Jake's Theme / Intermission,184,133,Ethan Persoff,318,Electronic,[15],[15],en,0.7378983646,0.1532243549,0.7581342538,0.9274863750,0.1578223314,0.0519801514,146.3540000000,0.3550420000,0.0000000000
651,Side Three - Part One / Start,184,133,Ethan Persoff,180,Electronic,[15],[15],en,0.7756498750,0.5784961658,0.4440083164,0.8307137108,0.1371362179,0.0398495055,111.7630000000,0.3550420000,0.0000000000
652,Side Three - Part Two,184,133,Ethan Persoff,180,Electronic,[15],[15],en,0.0262261613,0.2793029644,0.9464884306,0.0314037161,0.2202637428,0.2037062576,175.8930000000,0.3818340000,0.0000000000
653,Side Three - Part Three,184,133,Ethan Persoff,180,Electronic,[15],[15],en,0.3779740287,0.3445451530,0.9945221369,0.7750357047,0.2978289308,0.1082588147,72.0570000000,0.3818340000,0.0000000000
654,Side Three - Part Four,184,133,Ethan Persoff,180,Electronic,[15],[15],en,0.7339074316,0.2822110524,0.6907118488,0.8600368217,0.7158098966,0.3071480679,137.7680000000,0.3818340000,0.0000000000
655,Side Three - Part Five / Stop,184,133,Ethan Persoff,390,Electronic,[15],[15],en,0.0009315984,0.1873892221,0.7495329281,0.9122180617,0.1107949641,0.0347979397,156.5130000000,0.2754430000,0.0000000000
656,Side Four - Easy Slow and Easy (finale),184,133,Ethan Persoff,288,Electronic,[15],[15],en,0.2669641540,0.4654547066,0.5634423415,0.7548001730,0.5572199149,0.0293443873,140.1580000000,0.2754430000,0.0443650000
657,Side Four - Record Label Track / Conclusion,184,133,Ethan Persoff,314,Electronic,[15],[15],en,0.8995788627,0.4194810740,0.3737531192,0.7563712495,0.2172636060,0.2649262011,153.5290000000,0.2754430000,0.0000000000
658,I Stayed Home ...,186,133,Ethan Persoff,641,Electronic,[15],[15],en,0.0070539987,0.3710862618,0.8829432176,0.4709132838,0.3061170440,0.0360508488,146.1400000000,0.2754430000,0.0887290000
659,side 1 - complaint (knock on wood),187,133,Ethan Persoff,460,Electronic,[15],[15],en,0.9614543432,0.4999098771,0.2114746597,0.0000338299,0.1069912198,0.0327205510,85.8540000000,0.2754430000,0.0000000000
660,side 2 - dear mary elizabeth,187,133,Ethan Persoff,303,Electronic,[15],[15],en,0.0083225976,0.3928904678,0.8347764955,0.7312079513,0.0462281038,0.0441748772,157.6220000000,0.2754430000,0.0000000000
661,side 3 - hidden speaking powers!,187,133,Ethan Persoff,459,Electronic,[15],[15],en,0.0021954944,0.2031073220,0.8737677102,0.0610822497,0.1778546299,0.0452808490,151.2030000000,0.2754430000,0.0000000000
662,side 4 - upset german screaming,187,133,Ethan Persoff,114,Electronic,[15],[15],en,0.5338478357,0.5752475981,0.2720375282,0.7257641590,0.1134386887,0.0434987183,112.2980000000,0.2754430000,0.0530530000
663,side 5 - conclusion,187,133,Ethan Persoff,628,Electronic,[15],[15],en,0.9629917406,0.4827966727,0.3534432729,0.9246562744,0.1858256363,0.0290394966,103.1950000000,0.3621330000,0.0000000000
664,side 6 - not funny,187,133,Ethan Persoff,174,Electronic,[15],[15],en,0.9667671379,0.3507628161,0.5705404307,0.9681643079,0.2835571298,0.0315767435,82.3670000000,0.3621330000,0.0000000000
665,Disneyland (edit),1707,133,Ethan Persoff,268,Electronic,[15],[15],en,0.9737127309,0.3512149542,0.3213513997,0.9733235250,0.1003957663,0.0278411264,98.7300000000,0.3621330000,0.0000000000
666,Heat,189,135,Explode Into Colors,235,International,[79],"[2, 79]",en,0.9873978119,0.4130435583,0.2397813043,0.9489037891,0.1092961298,0.0299894362,94.1150000000,0.3621330000,0.0000000000
667,Sharpen The Knife,189,135,Explode Into Colors,246,International,[79],"[2, 79]",en,0.6992154122,0.6182068375,0.7946285862,0.9064049055,0.1106670289,0.0375193830,108.4000000000,0.3621330000,0.0000000000
668,Dream,190,136,Fanatic,221,Hip-Hop,[21],[21],en,0.9556721225,0.1705967897,0.5388125910,0.9358411456,0.1113240098,0.0383308980,168.3450000000,0.3621330000,0.0000000000
669,Dream,191,136,Fanatic,224,Hip-Hop,[21],[21],en,0.9814350122,0.0584309642,0.8927737018,0.9608991200,0.2013420143,0.1402905978,200.7930000000,0.3621330000,0.0000000000
670,Triflin,190,136,Fanatic,258,Hip-Hop,[21],[21],en,0.9565897336,0.1919946725,0.4697554402,0.9615626076,0.1782763512,0.0339433298,110.0730000000,0.3621330000,0.0000000000
671,Triflin,191,136,Fanatic,258,Hip-Hop,[21],[21],en,0.9899797172,0.3921457260,0.1779791457,0.9738179003,0.0495204053,0.0415229217,114.6700000000,0.3621330000,0.0000000000
672,Rise,190,136,Fanatic,182,Hip-Hop,[21],[21],en,0.4776151357,0.4553967856,0.8890631136,0.8480068761,0.0518325721,0.0390126774,127.7580000000,0.3621330000,0.0000000000
673,Rise,191,136,Fanatic,180,Hip-Hop,[21],[21],en,0.5987310043,0.1830919477,0.5641923564,0.9282390959,0.0820112872,0.0449660027,130.3260000000,0.3154180000,0.0000000000
674,Enterprizin,190,136,Fanatic,253,Hip-Hop,[21],[21],en,0.9135813508,0.1202672640,0.1663317798,0.9717397511,0.2980159670,0.1098749731,99.0700000000,0.3154180000,0.0000000000
675,Enterprizin,191,136,Fanatic,251,Hip-Hop,[21],[21],en,0.8340853871,0.2121916432,0.4761818137,0.9535641957,0.0931778713,0.0519934689,119.3980000000,0.3154180000,0.0000000000
676,The Tension,190,136,Fanatic,197,Hip-Hop,[21],[21],en,0.9031182084,0.1541808841,0.9942056791,0.9728700043,0.4503003862,0.0725990807,170.1120000000,0.3154180000,0.0000000000
677,The_Tension,191,136,Fanatic,198,Hip-Hop,[21],[21],en,0.6135240026,0.4409086877,0.9176344881,0.9295109660,0.1056387940,0.0325111429,153.1940000000,0.2885600000,0.0000000000
678,Change Thoughts,190,136,Fanatic,341,Hip-Hop,[21],[21],en,0.5273851207,0.4741009788,0.9284008000,0.9630391662,0.0934072540,0.0615402947,111.4550000000,0.2885600000,0.0000000000
679,Change Thoughts,191,136,Fanatic,340,Hip-Hop,[21],[21],en,0.0647528751,0.5388457844,0.9261190547,0.9003563237,0.0752015402,0.0304787309,137.5100000000,0.2885600000,0.0000000000
680,Sunshine,190,136,Fanatic,181,Hip-Hop,[21],[21],en,0.3488344493,0.4049904725,0.9906422999,0.9314084634,0.0819324961,0.1172653591,126.1690000000,0.2885600000,0.0000000000
681,Sunshine,191,136,Fanatic,181,Hip-Hop,[21],[21],en,0.2574248039,0.4715014692,0.6334215964,0.8955379753,0.1581147368,0.0337869967,137.3910000000,0.2885600000,0.0000000000
682,Killer Crossover,190,136,Fanatic,226,Hip-Hop,[21],[21],en,0.8060461011,0.4221274884,0.9454483150,0.9618332238,0.1103209127,0.0508484608,165.3010000000,0.2885600000,0.0439710000
683,Killer Crossover,191,136,Fanatic,218,Hip-Hop,[21],[21],en,0.6750852744,0.4234335132,0.9653486900,0.8981322310,0.1358638243,0.0599090711,140.3190000000,0.2885600000,0.0000000000
